,record_date,rainfall_amt,mth,day,year,num_month,ystrdy_lvl,usg_amt,tdy_rain_ptntl,tdy_rain_coll,tnkr_amt,tdy_lvl,tdy_rain_ovflw
930,7/19/2006,39.0,7,19,2006,7,10000,500,2496,500,0,10000,1996
931,7/20/2006,32.1,7,20,2006,7,10000,500,2054,500,0,10000,1554
932,7/21/2006,2.8,7,21,2006,7,10000,500,179,179,0,9679,0
933,7/22/2006,2.3,7,22,2006,7,9679,500,147,147,0,9326,0
934,7/23/2006,0.0,7,23,2006,7,9326,500,0,0,0,8826,0
935,7/24/2006,46.2,7,24,2006,7,8826,500,2957,1674,0,10000,1283
936,7/25/2006,1.2,7,25,2006,7,10000,500,77,77,0,9577,0
937,7/26/2006,8.1,7,26,2006,7,9577,500,518,518,0,9595,0
938,7/27/2006,8.5,7,27,2006,7,9595,500,544,544,0,9639,0
939,7/28/2006,13.3,7,28,2006,7,9639,500,851,851,0,9990,0
940,7/29/2006,0.2,7,29,2006,7,9990,500,13,13,0,9503,0
941,7/30/2006,5.1,7,30,2006,7,9503,500,326,326,0,9329,0
942,7/31/2006,0.0,7,31,2006,7,9329,500,0,0,0,8829,0
943,8/1/2006,0.0,8,1,2006,8,8829,500,0,0,0,8329,0
944,8/2/2006,35.5,8,2,2006,8,8329,500,2272,2171,0,10000,101
945,8/3/2006,13.4,8,3,2006,8,10000,500,858,500,0,10000,358
946,8/4/2006,0.0,8,4,2006,8,10000,500,0,0,0,9500,0
947,8/5/2006,0.5,8,5,2006,8,9500,500,32,32,0,9032,0
948,8/6/2006,9.8,8,6,2006,8,9032,500,627,627,0,9159,0
949,8/7/2006,0.0,8,7,2006,8,9159,500,0,0,0,8659,0
950,8/8/2006,1.7,8,8,2006,8,8659,500,109,109,0,8268,0
951,8/9/2006,0.0,8,9,2006,8,8268,500,0,0,0,7768,0
952,8/10/2006,0.1,8,10,2006,8,7768,500,6,6,0,7274,0
953,8/11/2006,0.0,8,11,2006,8,7274,500,0,0,0,6774,0
954,8/12/2006,0.0,8,12,2006,8,6774,500,0,0,0,6274,0
955,8/13/2006,0.0,8,13,2006,8,6274,500,0,0,0,5774,0
956,8/14/2006,4.0,8,14,2006,8,5774,500,256,256,0,5530,0
957,8/15/2006,0.2,8,15,2006,8,5530,500,13,13,0,5043,0
958,8/16/2006,1.1,8,16,2006,8,5043,500,70,70,0,4613,0
959,8/17/2006,5.1,8,17,2006,8,4613,500,326,326,0,4439,0
960,8/18/2006,0.0,8,18,2006,8,4439,500,0,0,0,3939,0
961,8/19/2006,0.0,8,19,2006,8,3939,500,0,0,0,3439,0
962,8/20/2006,66.3,8,20,2006,8,3439,500,4243,4243,0,7182,0
963,8/21/2006,6.4,8,21,2006,8,7182,500,410,410,0,7092,0
964,8/22/2006,4.4,8,22,2006,8,7092,500,282,282,0,6874,0
965,8/23/2006,1.4,8,23,2006,8,6874,500,90,90,0,6464,0
966,8/24/2006,33.3,8,24,2006,8,6464,500,2131,2131,0,8095,0
967,8/25/2006,26.8,8,25,2006,8,8095,500,1715,1715,0,9310,0
968,8/26/2006,0.5,8,26,2006,8,9310,500,32,32,0,8842,0
969,8/27/2006,6.5,8,27,2006,8,8842,500,416,416,0,8758,0
970,8/28/2006,8.9,8,28,2006,8,8758,500,570,570,0,8828,0
971,8/29/2006,5.5,8,29,2006,8,8828,500,352,352,0,8680,0
972,8/30/2006,16.9,8,30,2006,8,8680,500,1082,1082,0,9262,0
973,8/31/2006,0.1,8,31,2006,8,9262,500,6,6,0,8768,0
974,9/1/2006,2.0,9,1,2006,9,8768,500,128,128,0,8396,0
975,9/2/2006,3.6,9,2,2006,9,8396,500,230,230,0,8126,0
976,9/3/2006,23.7,9,3,2006,9,8126,500,1517,1517,0,9143,0
977,9/4/2006,0.1,9,4,2006,9,9143,500,6,6,0,8649,0
978,9/5/2006,12.0,9,5,2006,9,8649,500,768,768,0,8917,0
979,9/6/2006,0.0,9,6,2006,9,8917,500,0,0,0,8417,0
980,9/7/2006,0.0,9,7,2006,9,8417,500,0,0,0,7917,0
981,9/8/2006,0.0,9,8,2006,9,7917,500,0,0,0,7417,0
982,9/9/2006,31.0,9,9,2006,9,7417,500,1984,1984,0,8901,0
983,9/10/2006,9.7,9,10,2006,9,8901,500,621,621,0,9022,0
984,9/11/2006,4.7,9,11,2006,9,9022,500,301,301,0,8823,0
985,9/12/2006,20.3,9,12,2006,9,8823,500,1299,1299,0,9622,0
986,9/13/2006,2.8,9,13,2006,9,9622,500,179,179,0,9301,0
987,9/14/2006,0.0,9,14,2006,9,9301,500,0,0,0,8801,0
988,9/15/2006,0.0,9,15,2006,9,8801,500,0,0,0,8301,0
989,9/16/2006,19.7,9,16,2006,9,8301,500,1261,1261,0,9062,0
990,9/17/2006,0.0,9,17,2006,9,9062,500,0,0,0,8562,0
991,9/18/2006,0.0,9,18,2006,9,8562,500,0,0,0,8062,0
992,9/19/2006,0.0,9,19,2006,9,8062,500,0,0,0,7562,0
993,9/20/2006,11.4,9,20,2006,9,7562,500,730,730,0,7792,0
994,9/21/2006,1.4,9,21,2006,9,7792,500,90,90,0,7382,0
995,9/22/2006,1.1,9,22,2006,9,7382,500,70,70,0,6952,0
996,9/23/2006,7.2,9,23,2006,9,6952,500,461,461,0,6913,0
997,9/24/2006,1.4,9,24,2006,9,6913,500,90,90,0,6503,0
998,9/25/2006,37.4,9,25,2006,9,6503,500,2394,2394,0,8397,0
999,9/26/2006,11.0,9,26,2006,9,8397,500,704,704,0,8601,0
1000,9/27/2006,0.0,9,27,2006,9,8601,500,0,0,0,8101,0
1001,9/28/2006,0.0,9,28,2006,9,8101,500,0,0,0,7601,0
1002,9/29/2006,3.5,9,29,2006,9,7601,500,224,224,0,7325,0
1003,9/30/2006,13.5,9,30,2006,9,7325,500,864,864,0,7689,0
1004,10/1/2006,7.7,10,1,2006,10,7689,500,493,493,0,7682,0
1005,10/2/2006,0.0,10,2,2006,10,7682,500,0,0,0,7182,0
1006,10/3/2006,0.0,10,3,2006,10,7182,500,0,0,0,6682,0
1007,10/4/2006,0.0,10,4,2006,10,6682,500,0,0,0,6182,0
1008,10/5/2006,0.0,10,5,2006,10,6182,500,0,0,0,5682,0
1009,10/6/2006,0.0,10,6,2006,10,5682,500,0,0,0,5182,0
1010,10/7/2006,0.0,10,7,2006,10,5182,500,0,0,0,4682,0
1011,10/8/2006,3.0,10,8,2006,10,4682,500,192,192,0,4374,0
1012,10/9/2006,1.2,10,9,2006,10,4374,500,77,77,0,3951,0
1013,10/10/2006,0.0,10,10,2006,10,3951,500,0,0,0,3451,0
1014,10/11/2006,21.0,10,11,2006,10,3451,500,1344,1344,0,4295,0
1015,10/12/2006,0.1,10,12,2006,10,4295,500,6,6,0,3801,0
1016,10/13/2006,0.1,10,13,2006,10,3801,500,6,6,0,3307,0
1017,10/14/2006,0.0,10,14,2006,10,3307,500,0,0,0,2807,0
1018,10/15/2006,0.0,10,15,2006,10,2807,500,0,0,6000,8307,0
1019,10/16/2006,0.0,10,16,2006,10,8307,500,0,0,0,7807,0
1020,10/17/2006,0.0,10,17,2006,10,7807,500,0,0,0,7307,0
1021,10/18/2006,0.0,10,18,2006,10,7307,500,0,0,0,6807,0
1022,10/19/2006,0.0,10,19,2006,10,6807,500,0,0,0,6307,0
1023,10/20/2006,0.0,10,20,2006,10,6307,500,0,0,0,5807,0
1024,10/21/2006,9.3,10,21,2006,10,5807,500,595,595,0,5902,0
1025,10/22/2006,1.5,10,22,2006,10,5902,500,96,96,0,5498,0
1026,10/23/2006,0.0,10,23,2006,10,5498,500,0,0,0,4998,0
1027,10/24/2006,0.0,10,24,2006,10,4998,500,0,0,0,4498,0
1028,10/25/2006,0.0,10,25,2006,10,4498,500,0,0,0,3998,0
1029,10/26/2006,0.0,10,26,2006,10,3998,500,0,0,0,3498,0
1030,10/27/2006,0.0,10,27,2006,10,3498,500,0,0,0,2998,0
1031,10/28/2006,0.0,10,28,2006,10,2998,500,0,0,6000,8498,0
1032,10/29/2006,0.0,10,29,2006,10,8498,500,0,0,0,7998,0
1033,10/30/2006,0.0,10,30,2006,10,7998,500,0,0,0,7498,0
1034,10/31/2006,0.0,10,31,2006,10,7498,500,0,0,0,6998,0
1035,11/1/2006,0.0,11,1,2006,11,6998,500,0,0,0,6498,0
1036,11/2/2006,0.0,11,2,2006,11,6498,500,0,0,0,5998,0
1037,11/3/2006,0.0,11,3,2006,11,5998,500,0,0,0,5498,0
1038,11/4/2006,0.0,11,4,2006,11,5498,500,0,0,0,4998,0
1039,11/5/2006,0.0,11,5,2006,11,4998,500,0,0,0,4498,0
1040,11/6/2006,0.0,11,6,2006,11,4498,500,0,0,0,3998,0
1041,11/7/2006,0.0,11,7,2006,11,3998,500,0,0,0,3498,0
1042,11/8/2006,0.0,11,8,2006,11,3498,500,0,0,0,2998,0
1043,11/9/2006,0.0,11,9,2006,11,2998,500,0,0,6000,8498,0
1044,11/10/2006,1.5,11,10,2006,11,8498,500,96,96,0,8094,0
1045,11/11/2006,0.0,11,11,2006,11,8094,500,0,0,0,7594,0
1046,11/12/2006,0.0,11,12,2006,11,7594,500,0,0,0,7094,0
1047,11/13/2006,0.0,11,13,2006,11,7094,500,0,0,0,6594,0
1048,11/14/2006,0.0,11,14,2006,11,6594,500,0,0,0,6094,0
1049,11/15/2006,0.0,11,15,2006,11,6094,500,0,0,0,5594,0
1050,11/16/2006,0.0,11,16,2006,11,5594,500,0,0,0,5094,0
1051,11/17/2006,0.0,11,17,2006,11,5094,500,0,0,0,4594,0
1052,11/18/2006,0.0,11,18,2006,11,4594,500,0,0,0,4094,0
1053,11/19/2006,0.0,11,19,2006,11,4094,500,0,0,0,3594,0
1054,11/20/2006,0.0,11,20,2006,11,3594,500,0,0,0,3094,0
1055,11/21/2006,0.0,11,21,2006,11,3094,500,0,0,0,2594,0
1056,11/22/2006,0.0,11,22,2006,11,2594,500,0,0,6000,8094,0
1057,11/23/2006,0.0,11,23,2006,11,8094,500,0,0,0,7594,0
1058,11/24/2006,0.0,11,24,2006,11,7594,500,0,0,0,7094,0
1059,11/25/2006,0.0,11,25,2006,11,7094,500,0,0,0,6594,0
1060,11/26/2006,0.0,11,26,2006,11,6594,500,0,0,0,6094,0
1061,11/27/2006,0.0,11,27,2006,11,6094,500,0,0,0,5594,0
1062,11/28/2006,0.0,11,28,2006,11,5594,500,0,0,0,5094,0
1063,11/29/2006,0.0,11,29,2006,11,5094,500,0,0,0,4594,0
1064,11/30/2006,0.0,11,30,2006,11,4594,500,0,0,0,4094,0
1065,12/1/2006,0.0,12,1,2006,12,4094,500,0,0,0,3594,0
1066,12/2/2006,0.0,12,2,2006,12,3594,500,0,0,0,3094,0
1067,12/3/2006,0.0,12,3,2006,12,3094,500,0,0,0,2594,0
1068,12/4/2006,0.0,12,4,2006,12,2594,500,0,0,6000,8094,0
1069,12/5/2006,0.0,12,5,2006,12,8094,500,0,0,0,7594,0
1070,12/6/2006,0.0,12,6,2006,12,7594,500,0,0,0,7094,0
1071,12/7/2006,0.0,12,7,2006,12,7094,500,0,0,0,6594,0
1072,12/8/2006,0.0,12,8,2006,12,6594,500,0,0,0,6094,0
1073,12/9/2006,0.0,12,9,2006,12,6094,500,0,0,0,5594,0
1074,12/10/2006,0.0,12,10,2006,12,5594,500,0,0,0,5094,0
1075,12/11/2006,0.7,12,11,2006,12,5094,500,45,45,0,4639,0
1076,12/12/2006,16.8,12,12,2006,12,4639,500,1075,1075,0,5214,0
1077,12/13/2006,0.0,12,13,2006,12,5214,500,0,0,0,4714,0
1078,12/14/2006,0.0,12,14,2006,12,4714,500,0,0,0,4214,0
1079,12/15/2006,0.0,12,15,2006,12,4214,500,0,0,0,3714,0
1080,12/16/2006,0.0,12,16,2006,12,3714,500,0,0,0,3214,0
1081,12/17/2006,0.0,12,17,2006,12,3214,500,0,0,0,2714,0
1082,12/18/2006,0.0,12,18,2006,12,2714,500,0,0,6000,8214,0
1083,12/19/2006,0.0,12,19,2006,12,8214,500,0,0,0,7714,0
1084,12/20/2006,0.0,12,20,2006,12,7714,500,0,0,0,7214,0
1085,12/21/2006,0.0,12,21,2006,12,7214,500,0,0,0,6714,0
1086,12/22/2006,0.0,12,22,2006,12,6714,500,0,0,0,6214,0
1087,12/23/2006,0.0,12,23,2006,12,6214,500,0,0,0,5714,0
1088,12/24/2006,0.0,12,24,2006,12,5714,500,0,0,0,5214,0
1089,12/25/2006,0.0,12,25,2006,12,5214,500,0,0,0,4714,0
1090,12/26/2006,0.0,12,26,2006,12,4714,500,0,0,0,4214,0
1091,12/27/2006,0.0,12,27,2006,12,4214,500,0,0,0,3714,0
1092,12/28/2006,0.0,12,28,2006,12,3714,500,0,0,0,3214,0
1093,12/29/2006,0.0,12,29,2006,12,3214,500,0,0,0,2714,0
1094,12/30/2006,0.0,12,30,2006,12,2714,500,0,0,6000,8214,0
1095,12/31/2006,0.0,12,31,2006,12,8214,500,0,0,0,7714,0
1096,1/1/2007,0.0,1,1,2007,1,7714,500,0,0,0,7214,0
1097,1/2/2007,0.0,1,2,2007,1,7214,500,0,0,0,6714,0
1098,1/3/2007,0.0,1,3,2007,1,6714,500,0,0,0,6214,0
1099,1/4/2007,0.0,1,4,2007,1,6214,500,0,0,0,5714,0
1100,1/5/2007,0.0,1,5,2007,1,5714,500,0,0,0,5214,0
1101,1/6/2007,0.0,1,6,2007,1,5214,500,0,0,0,4714,0
1102,1/7/2007,0.0,1,7,2007,1,4714,500,0,0,0,4214,0
1103,1/8/2007,0.0,1,8,2007,1,4214,500,0,0,0,3714,0
1104,1/9/2007,0.0,1,9,2007,1,3714,500,0,0,0,3214,0
1105,1/10/2007,0.0,1,10,2007,1,3214,500,0,0,0,2714,0
1106,1/11/2007,0.0,1,11,2007,1,2714,500,0,0,6000,8214,0
1107,1/12/2007,0.0,1,12,2007,1,8214,500,0,0,0,7714,0
1108,1/13/2007,0.0,1,13,2007,1,7714,500,0,0,0,7214,0
1109,1/14/2007,0.0,1,14,2007,1,7214,500,0,0,0,6714,0
1110,1/15/2007,0.0,1,15,2007,1,6714,500,0,0,0,6214,0
1111,1/16/2007,0.0,1,16,2007,1,6214,500,0,0,0,5714,0
1112,1/17/2007,0.0,1,17,2007,1,5714,500,0,0,0,5214,0
1113,1/18/2007,0.0,1,18,2007,1,5214,500,0,0,0,4714,0
1114,1/19/2007,0.0,1,19,2007,1,4714,500,0,0,0,4214,0
1115,1/20/2007,0.0,1,20,2007,1,4214,500,0,0,0,3714,0
1116,1/21/2007,0.0,1,21,2007,1,3714,500,0,0,0,3214,0
1117,1/22/2007,0.0,1,22,2007,1,3214,500,0,0,0,2714,0
1118,1/23/2007,0.0,1,23,2007,1,2714,500,0,0,6000,8214,0
1119,1/24/2007,0.0,1,24,2007,1,8214,500,0,0,0,7714,0
1120,1/25/2007,0.0,1,25,2007,1,7714,500,0,0,0,7214,0
1121,1/26/2007,0.0,1,26,2007,1,7214,500,0,0,0,6714,0
1122,1/27/2007,0.0,1,27,2007,1,6714,500,0,0,0,6214,0
1123,1/28/2007,0.0,1,28,2007,1,6214,500,0,0,0,5714,0
1124,1/29/2007,0.0,1,29,2007,1,5714,500,0,0,0,5214,0
1125,1/30/2007,0.0,1,30,2007,1,5214,500,0,0,0,4714,0
1126,1/31/2007,0.0,1,31,2007,1,4714,500,0,0,0,4214,0
1127,2/1/2007,0.0,2,1,2007,2,4214,500,0,0,0,3714,0
1128,2/2/2007,0.0,2,2,2007,2,3714,500,0,0,0,3214,0
1129,2/3/2007,0.0,2,3,2007,2,3214,500,0,0,0,2714,0
1130,2/4/2007,0.0,2,4,2007,2,2714,500,0,0,6000,8214,0
1131,2/5/2007,0.0,2,5,2007,2,8214,500,0,0,0,7714,0
1132,2/6/2007,15.9,2,6,2007,2,7714,500,1018,1018,0,8232,0
1133,2/7/2007,0.0,2,7,2007,2,8232,500,0,0,0,7732,0
1134,2/8/2007,0.0,2,8,2007,2,7732,500,0,0,0,7232,0
1135,2/9/2007,0.0,2,9,2007,2,7232,500,0,0,0,6732,0
1136,2/10/2007,0.0,2,10,2007,2,6732,500,0,0,0,6232,0
1137,2/11/2007,5.3,2,11,2007,2,6232,500,339,339,0,6071,0
1138,2/12/2007,0.0,2,12,2007,2,6071,500,0,0,0,5571,0
1139,2/13/2007,16.3,2,13,2007,2,5571,500,1043,1043,0,6114,0
1140,2/14/2007,28.7,2,14,2007,2,6114,500,1837,1837,0,7451,0
1141,2/15/2007,0.0,2,15,2007,2,7451,500,0,0,0,6951,0
1142,2/16/2007,3.0,2,16,2007,2,6951,500,192,192,0,6643,0
1143,2/17/2007,0.0,2,17,2007,2,6643,500,0,0,0,6143,0
1144,2/18/2007,0.0,2,18,2007,2,6143,500,0,0,0,5643,0
1145,2/19/2007,0.0,2,19,2007,2,5643,500,0,0,0,5143,0
1146,2/20/2007,0.0,2,20,2007,2,5143,500,0,0,0,4643,0
1147,2/21/2007,0.0,2,21,2007,2,4643,500,0,0,0,4143,0
1148,2/22/2007,0.0,2,22,2007,2,4143,500,0,0,0,3643,0
1149,2/23/2007,0.0,2,23,2007,2,3643,500,0,0,0,3143,0
1150,2/24/2007,0.0,2,24,2007,2,3143,500,0,0,0,2643,0
1151,2/25/2007,2.6,2,25,2007,2,2643,500,166,166,6000,8309,0
1152,2/26/2007,0.0,2,26,2007,2,8309,500,0,0,0,7809,0
1153,2/27/2007,0.0,2,27,2007,2,7809,500,0,0,0,7309,0
1154,2/28/2007,1.0,2,28,2007,2,7309,500,64,64,0,6873,0
1155,3/1/2007,7.9,3,1,2007,3,6873,500,506,506,0,6879,0
1156,3/2/2007,0.0,3,2,2007,3,6879,500,0,0,0,6379,0
1157,3/3/2007,0.0,3,3,2007,3,6379,500,0,0,0,5879,0
1158,3/4/2007,0.0,3,4,2007,3,5879,500,0,0,0,5379,0
1159,3/5/2007,0.0,3,5,2007,3,5379,500,0,0,0,4879,0
1160,3/6/2007,0.0,3,6,2007,3,4879,500,0,0,0,4379,0
1161,3/7/2007,0.0,3,7,2007,3,4379,500,0,0,0,3879,0
1162,3/8/2007,0.0,3,8,2007,3,3879,500,0,0,0,3379,0
1163,3/9/2007,0.0,3,9,2007,3,3379,500,0,0,0,2879,0
1164,3/10/2007,0.0,3,10,2007,3,2879,500,0,0,6000,8379,0
1165,3/11/2007,0.0,3,11,2007,3,8379,500,0,0,0,7879,0
1166,3/12/2007,16.1,3,12,2007,3,7879,500,1030,1030,0,8409,0
1167,3/13/2007,4.5,3,13,2007,3,8409,500,288,288,0,8197,0
1168,3/14/2007,5.0,3,14,2007,3,8197,500,320,320,0,8017,0
1169,3/15/2007,2.8,3,15,2007,3,8017,500,179,179,0,7696,0
1170,3/16/2007,0.0,3,16,2007,3,7696,500,0,0,0,7196,0
1171,3/17/2007,0.0,3,17,2007,3,7196,500,0,0,0,6696,0
1172,3/18/2007,0.0,3,18,2007,3,6696,500,0,0,0,6196,0
1173,3/19/2007,0.0,3,19,2007,3,6196,500,0,0,0,5696,0
1174,3/20/2007,0.0,3,20,2007,3,5696,500,0,0,0,5196,0
1175,3/21/2007,0.0,3,21,2007,3,5196,500,0,0,0,4696,0
1176,3/22/2007,0.0,3,22,2007,3,4696,500,0,0,0,4196,0
1177,3/23/2007,0.0,3,23,2007,3,4196,500,0,0,0,3696,0
1178,3/24/2007,0.0,3,24,2007,3,3696,500,0,0,0,3196,0
1179,3/25/2007,0.0,3,25,2007,3,3196,500,0,0,0,2696,0
1180,3/26/2007,0.0,3,26,2007,3,2696,500,0,0,6000,8196,0
1181,3/27/2007,0.0,3,27,2007,3,8196,500,0,0,0,7696,0
1182,3/28/2007,0.0,3,28,2007,3,7696,500,0,0,0,7196,0
1183,3/29/2007,0.0,3,29,2007,3,7196,500,0,0,0,6696,0
1184,3/30/2007,0.0,3,30,2007,3,6696,500,0,0,0,6196,0
1185,3/31/2007,0.0,3,31,2007,3,6196,500,0,0,0,5696,0
1186,4/1/2007,0.0,4,1,2007,4,5696,500,0,0,0,5196,0
1187,4/2/2007,0.0,4,2,2007,4,5196,500,0,0,0,4696,0
1188,4/3/2007,0.0,4,3,2007,4,4696,500,0,0,0,4196,0
1189,4/4/2007,0.0,4,4,2007,4,4196,500,0,0,0,3696,0
1190,4/5/2007,0.0,4,5,2007,4,3696,500,0,0,0,3196,0
1191,4/6/2007,0.0,4,6,2007,4,3196,500,0,0,0,2696,0
1192,4/7/2007,1.5,4,7,2007,4,2696,500,96,96,6000,8292,0
1193,4/8/2007,1.7,4,8,2007,4,8292,500,109,109,0,7901,0
1194,4/9/2007,0.0,4,9,2007,4,7901,500,0,0,0,7401,0
1195,4/10/2007,0.0,4,10,2007,4,7401,500,0,0,0,6901,0
1196,4/11/2007,19.2,4,11,2007,4,6901,500,1229,1229,0,7630,0
1197,4/12/2007,0.0,4,12,2007,4,7630,500,0,0,0,7130,0
1198,4/13/2007,0.0,4,13,2007,4,7130,500,0,0,0,6630,0
1199,4/14/2007,0.0,4,14,2007,4,6630,500,0,0,0,6130,0
1200,4/15/2007,0.0,4,15,2007,4,6130,500,0,0,0,5630,0
1201,4/16/2007,0.2,4,16,2007,4,5630,500,13,13,0,5143,0
1202,4/17/2007,0.0,4,17,2007,4,5143,500,0,0,0,4643,0
1203,4/18/2007,0.0,4,18,2007,4,4643,500,0,0,0,4143,0
1204,4/19/2007,0.0,4,19,2007,4,4143,500,0,0,0,3643,0
1205,4/20/2007,0.0,4,20,2007,4,3643,500,0,0,0,3143,0
1206,4/21/2007,31.4,4,21,2007,4,3143,500,2010,2010,0,4653,0
1207,4/22/2007,3.3,4,22,2007,4,4653,500,211,211,0,4364,0
1208,4/23/2007,3.5,4,23,2007,4,4364,500,224,224,0,4088,0
1209,4/24/2007,8.5,4,24,2007,4,4088,500,544,544,0,4132,0
1210,4/25/2007,0.0,4,25,2007,4,4132,500,0,0,0,3632,0
1211,4/26/2007,0.0,4,26,2007,4,3632,500,0,0,0,3132,0
1212,4/27/2007,0.0,4,27,2007,4,3132,500,0,0,0,2632,0
1213,4/28/2007,0.0,4,28,2007,4,2632,500,0,0,6000,8132,0
1214,4/29/2007,8.6,4,29,2007,4,8132,500,550,550,0,8182,0
1215,4/30/2007,0.0,4,30,2007,4,8182,500,0,0,0,7682,0
1216,5/1/2007,0.0,5,1,2007,5,7682,500,0,0,0,7182,0
1217,5/2/2007,14.7,5,2,2007,5,7182,500,941,941,0,7623,0
1218,5/3/2007,0.0,5,3,2007,5,7623,500,0,0,0,7123,0
1219,5/4/2007,5.7,5,4,2007,5,7123,500,365,365,0,6988,0
1220,5/5/2007,8.5,5,5,2007,5,6988,500,544,544,0,7032,0
1221,5/6/2007,1.2,5,6,2007,5,7032,500,77,77,0,6609,0
1222,5/7/2007,1.7,5,7,2007,5,6609,500,109,109,0,6218,0
1223,5/8/2007,4.5,5,8,2007,5,6218,500,288,288,0,6006,0
1224,5/9/2007,0.0,5,9,2007,5,6006,500,0,0,0,5506,0
1225,5/10/2007,0.0,5,10,2007,5,5506,500,0,0,0,5006,0
1226,5/11/2007,8.4,5,11,2007,5,5006,500,538,538,0,5044,0
1227,5/12/2007,0.0,5,12,2007,5,5044,500,0,0,0,4544,0
1228,5/13/2007,0.1,5,13,2007,5,4544,500,6,6,0,4050,0
1229,5/14/2007,0.0,5,14,2007,5,4050,500,0,0,0,3550,0
1230,5/15/2007,0.0,5,15,2007,5,3550,500,0,0,0,3050,0
1231,5/16/2007,3.2,5,16,2007,5,3050,500,205,205,0,2755,0
1232,5/17/2007,29.3,5,17,2007,5,2755,500,1875,1875,6000,10130,0
1233,5/18/2007,6.5,5,18,2007,5,10130,500,416,370,0,10000,46
1234,5/19/2007,0.0,5,19,2007,5,10000,500,0,0,0,9500,0
1235,5/20/2007,1.1,5,20,2007,5,9500,500,70,70,0,9070,0
1236,5/21/2007,5.8,5,21,2007,5,9070,500,371,371,0,8941,0
1237,5/22/2007,0.0,5,22,2007,5,8941,500,0,0,0,8441,0
1238,5/23/2007,0.0,5,23,2007,5,8441,500,0,0,0,7941,0
1239,5/24/2007,0.0,5,24,2007,5,7941,500,0,0,0,7441,0
1240,5/25/2007,0.0,5,25,2007,5,7441,500,0,0,0,6941,0
1241,5/26/2007,0.0,5,26,2007,5,6941,500,0,0,0,6441,0
1242,5/27/2007,0.0,5,27,2007,5,6441,500,0,0,0,5941,0
1243,5/28/2007,0.0,5,28,2007,5,5941,500,0,0,0,5441,0
1244,5/29/2007,0.0,5,29,2007,5,5441,500,0,0,0,4941,0
1245,5/30/2007,0.0,5,30,2007,5,4941,500,0,0,0,4441,0
1246,5/31/2007,0.0,5,31,2007,5,4441,500,0,0,0,3941,0
1247,6/1/2007,0.0,6,1,2007,6,3941,500,0,0,0,3441,0
1248,6/2/2007,0.0,6,2,2007,6,3441,500,0,0,0,2941,0
1249,6/3/2007,1.5,6,3,2007,6,2941,500,96,96,6000,8537,0
1250,6/4/2007,1.3,6,4,2007,6,8537,500,83,83,0,8120,0
1251,6/5/2007,45.4,6,5,2007,6,8120,500,2906,2380,0,10000,526
1252,6/6/2007,12.3,6,6,2007,6,10000,500,787,500,0,10000,287
1253,6/7/2007,20.7,6,7,2007,6,10000,500,1325,500,0,10000,825
1254,6/8/2007,12.3,6,8,2007,6,10000,500,787,500,0,10000,287
1255,6/9/2007,3.0,6,9,2007,6,10000,500,192,192,0,9692,0
1256,6/10/2007,6.8,6,10,2007,6,9692,500,435,435,0,9627,0
1257,6/11/2007,6.6,6,11,2007,6,9627,500,422,422,0,9549,0
1258,6/12/2007,2.1,6,12,2007,6,9549,500,134,134,0,9183,0
1259,6/13/2007,0.0,6,13,2007,6,9183,500,0,0,0,8683,0
1260,6/14/2007,35.2,6,14,2007,6,8683,500,2253,1817,0,10000,436
1261,6/15/2007,0.5,6,15,2007,6,10000,500,32,32,0,9532,0
1262,6/16/2007,3.7,6,16,2007,6,9532,500,237,237,0,9269,0
1263,6/17/2007,0.3,6,17,2007,6,9269,500,19,19,0,8788,0
1264,6/18/2007,7.5,6,18,2007,6,8788,500,480,480,0,8768,0
1265,6/19/2007,0.0,6,19,2007,6,8768,500,0,0,0,8268,0
1266,6/20/2007,0.0,6,20,2007,6,8268,500,0,0,0,7768,0
1267,6/21/2007,0.0,6,21,2007,6,7768,500,0,0,0,7268,0
1268,6/22/2007,3.9,6,22,2007,6,7268,500,250,250,0,7018,0
1269,6/23/2007,20.2,6,23,2007,6,7018,500,1293,1293,0,7811,0
1270,6/24/2007,21.8,6,24,2007,6,7811,500,1395,1395,0,8706,0
1271,6/25/2007,0.5,6,25,2007,6,8706,500,32,32,0,8238,0
1272,6/26/2007,34.4,6,26,2007,6,8238,500,2202,2202,0,9940,0
1273,6/27/2007,4.4,6,27,2007,6,9940,500,282,282,0,9722,0
1274,6/28/2007,18.6,6,28,2007,6,9722,500,1190,778,0,10000,412
1275,6/29/2007,0.0,6,29,2007,6,10000,500,0,0,0,9500,0
1276,6/30/2007,0.0,6,30,2007,6,9500,500,0,0,0,9000,0
1277,7/1/2007,0.0,7,1,2007,7,9000,500,0,0,0,8500,0
1278,7/2/2007,2.5,7,2,2007,7,8500,500,160,160,0,8160,0
1279,7/3/2007,4.0,7,3,2007,7,8160,500,256,256,0,7916,0
1280,7/4/2007,4.6,7,4,2007,7,7916,500,294,294,0,7710,0
1281,7/5/2007,1.3,7,5,2007,7,7710,500,83,83,0,7293,0
1282,7/6/2007,18.8,7,6,2007,7,7293,500,1203,1203,0,7996,0
1283,7/7/2007,0.0,7,7,2007,7,7996,500,0,0,0,7496,0
1284,7/8/2007,0.6,7,8,2007,7,7496,500,38,38,0,7034,0
1285,7/9/2007,4.4,7,9,2007,7,7034,500,282,282,0,6816,0
