,record_date,rainfall_amt,mth,day,year,num_month,ystrdy_lvl,usg_amt,tdy_rain_ptntl,tdy_rain_coll,tnkr_amt,tdy_lvl,tdy_rain_ovflw
0,1/1/2004,0.0,1,1,2004,1,5000,500,0,0,0,4500,0
1,1/2/2004,0.0,1,2,2004,1,4500,500,0,0,0,4000,0
2,1/3/2004,0.0,1,3,2004,1,4000,500,0,0,0,3500,0
3,1/4/2004,0.0,1,4,2004,1,3500,500,0,0,0,3000,0
4,1/5/2004,0.0,1,5,2004,1,3000,500,0,0,0,2500,0
5,1/6/2004,0.0,1,6,2004,1,2500,500,0,0,6000,8000,0
6,1/7/2004,0.0,1,7,2004,1,8000,500,0,0,0,7500,0
7,1/8/2004,0.0,1,8,2004,1,7500,500,0,0,0,7000,0
8,1/9/2004,0.0,1,9,2004,1,7000,500,0,0,0,6500,0
9,1/10/2004,0.0,1,10,2004,1,6500,500,0,0,0,6000,0
10,1/11/2004,0.0,1,11,2004,1,6000,500,0,0,0,5500,0
11,1/12/2004,0.0,1,12,2004,1,5500,500,0,0,0,5000,0
12,1/13/2004,0.0,1,13,2004,1,5000,500,0,0,0,4500,0
13,1/14/2004,0.0,1,14,2004,1,4500,500,0,0,0,4000,0
14,1/15/2004,0.0,1,15,2004,1,4000,500,0,0,0,3500,0
15,1/16/2004,0.0,1,16,2004,1,3500,500,0,0,0,3000,0
16,1/17/2004,0.0,1,17,2004,1,3000,500,0,0,0,2500,0
17,1/18/2004,0.0,1,18,2004,1,2500,500,0,0,6000,8000,0
18,1/19/2004,0.0,1,19,2004,1,8000,500,0,0,0,7500,0
19,1/20/2004,0.0,1,20,2004,1,7500,500,0,0,0,7000,0
20,1/21/2004,0.0,1,21,2004,1,7000,500,0,0,0,6500,0
21,1/22/2004,6.4,1,22,2004,1,6500,500,410,410,0,6410,0
22,1/23/2004,5.0,1,23,2004,1,6410,500,320,320,0,6230,0
23,1/24/2004,6.4,1,24,2004,1,6230,500,410,410,0,6140,0
24,1/25/2004,9.1,1,25,2004,1,6140,500,582,582,0,6222,0
25,1/26/2004,0.0,1,26,2004,1,6222,500,0,0,0,5722,0
26,1/27/2004,0.0,1,27,2004,1,5722,500,0,0,0,5222,0
27,1/28/2004,0.0,1,28,2004,1,5222,500,0,0,0,4722,0
28,1/29/2004,0.0,1,29,2004,1,4722,500,0,0,0,4222,0
29,1/30/2004,0.0,1,30,2004,1,4222,500,0,0,0,3722,0
30,1/31/2004,0.0,1,31,2004,1,3722,500,0,0,0,3222,0
31,2/1/2004,0.0,2,1,2004,2,3222,500,0,0,0,2722,0
32,2/2/2004,0.0,2,2,2004,2,2722,500,0,0,6000,8222,0
33,2/3/2004,0.0,2,3,2004,2,8222,500,0,0,0,7722,0
34,2/4/2004,0.0,2,4,2004,2,7722,500,0,0,0,7222,0
35,2/5/2004,0.0,2,5,2004,2,7222,500,0,0,0,6722,0
36,2/6/2004,0.0,2,6,2004,2,6722,500,0,0,0,6222,0
37,2/7/2004,0.0,2,7,2004,2,6222,500,0,0,0,5722,0
38,2/8/2004,0.0,2,8,2004,2,5722,500,0,0,0,5222,0
39,2/9/2004,0.0,2,9,2004,2,5222,500,0,0,0,4722,0
40,2/10/2004,0.0,2,10,2004,2,4722,500,0,0,0,4222,0
41,2/11/2004,0.0,2,11,2004,2,4222,500,0,0,0,3722,0
42,2/12/2004,0.0,2,12,2004,2,3722,500,0,0,0,3222,0
43,2/13/2004,0.0,2,13,2004,2,3222,500,0,0,0,2722,0
44,2/14/2004,0.0,2,14,2004,2,2722,500,0,0,6000,8222,0
45,2/15/2004,0.0,2,15,2004,2,8222,500,0,0,0,7722,0
46,2/16/2004,0.0,2,16,2004,2,7722,500,0,0,0,7222,0
47,2/17/2004,0.0,2,17,2004,2,7222,500,0,0,0,6722,0
48,2/18/2004,0.0,2,18,2004,2,6722,500,0,0,0,6222,0
49,2/19/2004,0.0,2,19,2004,2,6222,500,0,0,0,5722,0
50,2/20/2004,0.0,2,20,2004,2,5722,500,0,0,0,5222,0
51,2/21/2004,0.0,2,21,2004,2,5222,500,0,0,0,4722,0
52,2/22/2004,0.0,2,22,2004,2,4722,500,0,0,0,4222,0
53,2/23/2004,0.0,2,23,2004,2,4222,500,0,0,0,3722,0
54,2/24/2004,0.0,2,24,2004,2,3722,500,0,0,0,3222,0
55,2/25/2004,0.0,2,25,2004,2,3222,500,0,0,0,2722,0
56,2/26/2004,0.0,2,26,2004,2,2722,500,0,0,6000,8222,0
57,2/27/2004,0.0,2,27,2004,2,8222,500,0,0,0,7722,0
58,2/28/2004,0.0,2,28,2004,2,7722,500,0,0,0,7222,0
59,2/29/2004,0.0,2,29,2004,2,7222,500,0,0,0,6722,0
60,3/1/2004,0.0,3,1,2004,3,6722,500,0,0,0,6222,0
61,3/2/2004,0.0,3,2,2004,3,6222,500,0,0,0,5722,0
62,3/3/2004,0.0,3,3,2004,3,5722,500,0,0,0,5222,0
63,3/4/2004,0.0,3,4,2004,3,5222,500,0,0,0,4722,0
64,3/5/2004,0.0,3,5,2004,3,4722,500,0,0,0,4222,0
65,3/6/2004,0.0,3,6,2004,3,4222,500,0,0,0,3722,0
66,3/7/2004,0.0,3,7,2004,3,3722,500,0,0,0,3222,0
67,3/8/2004,0.0,3,8,2004,3,3222,500,0,0,0,2722,0
68,3/9/2004,0.0,3,9,2004,3,2722,500,0,0,6000,8222,0
69,3/10/2004,0.0,3,10,2004,3,8222,500,0,0,0,7722,0
70,3/11/2004,2.7,3,11,2004,3,7722,500,173,173,0,7395,0
71,3/12/2004,0.0,3,12,2004,3,7395,500,0,0,0,6895,0
72,3/13/2004,0.4,3,13,2004,3,6895,500,26,26,0,6421,0
73,3/14/2004,0.0,3,14,2004,3,6421,500,0,0,0,5921,0
74,3/15/2004,0.0,3,15,2004,3,5921,500,0,0,0,5421,0
75,3/16/2004,29.2,3,16,2004,3,5421,500,1869,1869,0,6790,0
76,3/17/2004,0.0,3,17,2004,3,6790,500,0,0,0,6290,0
77,3/18/2004,0.0,3,18,2004,3,6290,500,0,0,0,5790,0
78,3/19/2004,0.0,3,19,2004,3,5790,500,0,0,0,5290,0
79,3/20/2004,0.0,3,20,2004,3,5290,500,0,0,0,4790,0
80,3/21/2004,0.0,3,21,2004,3,4790,500,0,0,0,4290,0
81,3/22/2004,0.0,3,22,2004,3,4290,500,0,0,0,3790,0
82,3/23/2004,0.0,3,23,2004,3,3790,500,0,0,0,3290,0
83,3/24/2004,0.0,3,24,2004,3,3290,500,0,0,0,2790,0
84,3/25/2004,0.0,3,25,2004,3,2790,500,0,0,6000,8290,0
85,3/26/2004,0.0,3,26,2004,3,8290,500,0,0,0,7790,0
86,3/27/2004,0.0,3,27,2004,3,7790,500,0,0,0,7290,0
87,3/28/2004,0.0,3,28,2004,3,7290,500,0,0,0,6790,0
88,3/29/2004,0.0,3,29,2004,3,6790,500,0,0,0,6290,0
89,3/30/2004,0.0,3,30,2004,3,6290,500,0,0,0,5790,0
90,3/31/2004,0.0,3,31,2004,3,5790,500,0,0,0,5290,0
91,4/1/2004,0.0,4,1,2004,4,5290,500,0,0,0,4790,0
92,4/2/2004,0.0,4,2,2004,4,4790,500,0,0,0,4290,0
93,4/3/2004,26.5,4,3,2004,4,4290,500,1696,1696,0,5486,0
94,4/4/2004,0.0,4,4,2004,4,5486,500,0,0,0,4986,0
95,4/5/2004,0.0,4,5,2004,4,4986,500,0,0,0,4486,0
96,4/6/2004,0.0,4,6,2004,4,4486,500,0,0,0,3986,0
97,4/7/2004,0.0,4,7,2004,4,3986,500,0,0,0,3486,0
98,4/8/2004,0.0,4,8,2004,4,3486,500,0,0,0,2986,0
99,4/9/2004,0.2,4,9,2004,4,2986,500,13,13,6000,8499,0
100,4/10/2004,2.4,4,10,2004,4,8499,500,154,154,0,8153,0
101,4/11/2004,0.0,4,11,2004,4,8153,500,0,0,0,7653,0
102,4/12/2004,0.0,4,12,2004,4,7653,500,0,0,0,7153,0
103,4/13/2004,0.3,4,13,2004,4,7153,500,19,19,0,6672,0
104,4/14/2004,0.2,4,14,2004,4,6672,500,13,13,0,6185,0
105,4/15/2004,0.0,4,15,2004,4,6185,500,0,0,0,5685,0
106,4/16/2004,7.2,4,16,2004,4,5685,500,461,461,0,5646,0
107,4/17/2004,0.0,4,17,2004,4,5646,500,0,0,0,5146,0
108,4/18/2004,13.5,4,18,2004,4,5146,500,864,864,0,5510,0
109,4/19/2004,72.4,4,19,2004,4,5510,500,4634,4634,0,9644,0
110,4/20/2004,0.0,4,20,2004,4,9644,500,0,0,0,9144,0
111,4/21/2004,0.0,4,21,2004,4,9144,500,0,0,0,8644,0
112,4/22/2004,0.0,4,22,2004,4,8644,500,0,0,0,8144,0
113,4/23/2004,10.4,4,23,2004,4,8144,500,666,666,0,8310,0
114,4/24/2004,0.4,4,24,2004,4,8310,500,26,26,0,7836,0
115,4/25/2004,1.0,4,25,2004,4,7836,500,64,64,0,7400,0
116,4/26/2004,0.0,4,26,2004,4,7400,500,0,0,0,6900,0
117,4/27/2004,0.4,4,27,2004,4,6900,500,26,26,0,6426,0
118,4/28/2004,10.6,4,28,2004,4,6426,500,678,678,0,6604,0
119,4/29/2004,18.6,4,29,2004,4,6604,500,1190,1190,0,7294,0
120,4/30/2004,0.0,4,30,2004,4,7294,500,0,0,0,6794,0
121,5/1/2004,8.6,5,1,2004,5,6794,500,550,550,0,6844,0
122,5/2/2004,6.1,5,2,2004,5,6844,500,390,390,0,6734,0
123,5/3/2004,0.0,5,3,2004,5,6734,500,0,0,0,6234,0
124,5/4/2004,0.0,5,4,2004,5,6234,500,0,0,0,5734,0
125,5/5/2004,0.0,5,5,2004,5,5734,500,0,0,0,5234,0
126,5/6/2004,0.0,5,6,2004,5,5234,500,0,0,0,4734,0
127,5/7/2004,0.0,5,7,2004,5,4734,500,0,0,0,4234,0
128,5/8/2004,0.0,5,8,2004,5,4234,500,0,0,0,3734,0
129,5/9/2004,0.0,5,9,2004,5,3734,500,0,0,0,3234,0
130,5/10/2004,0.0,5,10,2004,5,3234,500,0,0,0,2734,0
131,5/11/2004,0.0,5,11,2004,5,2734,500,0,0,6000,8234,0
132,5/12/2004,0.0,5,12,2004,5,8234,500,0,0,0,7734,0
133,5/13/2004,0.0,5,13,2004,5,7734,500,0,0,0,7234,0
134,5/14/2004,0.0,5,14,2004,5,7234,500,0,0,0,6734,0
135,5/15/2004,0.0,5,15,2004,5,6734,500,0,0,0,6234,0
136,5/16/2004,0.0,5,16,2004,5,6234,500,0,0,0,5734,0
137,5/17/2004,21.8,5,17,2004,5,5734,500,1395,1395,0,6629,0
138,5/18/2004,9.5,5,18,2004,5,6629,500,608,608,0,6737,0
139,5/19/2004,16.3,5,19,2004,5,6737,500,1043,1043,0,7280,0
140,5/20/2004,47.3,5,20,2004,5,7280,500,3027,3027,0,9807,0
141,5/21/2004,18.2,5,21,2004,5,9807,500,1165,693,0,10000,472
142,5/22/2004,1.4,5,22,2004,5,10000,500,90,90,0,9590,0
143,5/23/2004,0.7,5,23,2004,5,9590,500,45,45,0,9135,0
144,5/24/2004,17.6,5,24,2004,5,9135,500,1126,1126,0,9761,0
145,5/25/2004,0.2,5,25,2004,5,9761,500,13,13,0,9274,0
146,5/26/2004,18.3,5,26,2004,5,9274,500,1171,1171,0,9945,0
147,5/27/2004,1.6,5,27,2004,5,9945,500,102,102,0,9547,0
148,5/28/2004,0.5,5,28,2004,5,9547,500,32,32,0,9079,0
149,5/29/2004,0.0,5,29,2004,5,9079,500,0,0,0,8579,0
150,5/30/2004,0.3,5,30,2004,5,8579,500,19,19,0,8098,0
151,5/31/2004,0.4,5,31,2004,5,8098,500,26,26,0,7624,0
152,6/1/2004,23.8,6,1,2004,6,7624,500,1523,1523,0,8647,0
153,6/2/2004,1.2,6,2,2004,6,8647,500,77,77,0,8224,0
154,6/3/2004,5.4,6,3,2004,6,8224,500,346,346,0,8070,0
155,6/4/2004,0.0,6,4,2004,6,8070,500,0,0,0,7570,0
156,6/5/2004,1.9,6,5,2004,6,7570,500,122,122,0,7192,0
157,6/6/2004,13.0,6,6,2004,6,7192,500,832,832,0,7524,0
158,6/7/2004,0.9,6,7,2004,6,7524,500,58,58,0,7082,0
159,6/8/2004,18.3,6,8,2004,6,7082,500,1171,1171,0,7753,0
160,6/9/2004,3.8,6,9,2004,6,7753,500,243,243,0,7496,0
161,6/10/2004,0.0,6,10,2004,6,7496,500,0,0,0,6996,0
162,6/11/2004,14.0,6,11,2004,6,6996,500,896,896,0,7392,0
163,6/12/2004,19.2,6,12,2004,6,7392,500,1229,1229,0,8121,0
164,6/13/2004,0.0,6,13,2004,6,8121,500,0,0,0,7621,0
165,6/14/2004,10.0,6,14,2004,6,7621,500,640,640,0,7761,0
166,6/15/2004,0.0,6,15,2004,6,7761,500,0,0,0,7261,0
167,6/16/2004,4.7,6,16,2004,6,7261,500,301,301,0,7062,0
168,6/17/2004,3.0,6,17,2004,6,7062,500,192,192,0,6754,0
169,6/18/2004,22.4,6,18,2004,6,6754,500,1434,1434,0,7688,0
170,6/19/2004,4.2,6,19,2004,6,7688,500,269,269,0,7457,0
171,6/20/2004,2.9,6,20,2004,6,7457,500,186,186,0,7143,0
172,6/21/2004,3.5,6,21,2004,6,7143,500,224,224,0,6867,0
173,6/22/2004,28.7,6,22,2004,6,6867,500,1837,1837,0,8204,0
174,6/23/2004,0.0,6,23,2004,6,8204,500,0,0,0,7704,0
175,6/24/2004,0.9,6,24,2004,6,7704,500,58,58,0,7262,0
176,6/25/2004,1.2,6,25,2004,6,7262,500,77,77,0,6839,0
177,6/26/2004,0.0,6,26,2004,6,6839,500,0,0,0,6339,0
178,6/27/2004,0.0,6,27,2004,6,6339,500,0,0,0,5839,0
179,6/28/2004,0.0,6,28,2004,6,5839,500,0,0,0,5339,0
180,6/29/2004,0.0,6,29,2004,6,5339,500,0,0,0,4839,0
181,6/30/2004,0.0,6,30,2004,6,4839,500,0,0,0,4339,0
182,7/1/2004,0.9,7,1,2004,7,4339,500,58,58,0,3897,0
183,7/2/2004,0.0,7,2,2004,7,3897,500,0,0,0,3397,0
184,7/3/2004,1.8,7,3,2004,7,3397,500,115,115,0,3012,0
185,7/4/2004,1.2,7,4,2004,7,3012,500,77,77,0,2589,0
186,7/5/2004,3.3,7,5,2004,7,2589,500,211,211,6000,8300,0
187,7/6/2004,1.2,7,6,2004,7,8300,500,77,77,0,7877,0
188,7/7/2004,1.9,7,7,2004,7,7877,500,122,122,0,7499,0
189,7/8/2004,4.8,7,8,2004,7,7499,500,307,307,0,7306,0
190,7/9/2004,74.6,7,9,2004,7,7306,500,4774,3194,0,10000,1580
191,7/10/2004,27.4,7,10,2004,7,10000,500,1754,500,0,10000,1254
192,7/11/2004,38.7,7,11,2004,7,10000,500,2477,500,0,10000,1977
193,7/12/2004,6.6,7,12,2004,7,10000,500,422,422,0,9922,0
194,7/13/2004,11.0,7,13,2004,7,9922,500,704,578,0,10000,126
195,7/14/2004,0.0,7,14,2004,7,10000,500,0,0,0,9500,0
196,7/15/2004,0.1,7,15,2004,7,9500,500,6,6,0,9006,0
197,7/16/2004,36.2,7,16,2004,7,9006,500,2317,1494,0,10000,823
198,7/17/2004,0.9,7,17,2004,7,10000,500,58,58,0,9558,0
199,7/18/2004,73.5,7,18,2004,7,9558,500,4704,942,0,10000,3762
200,7/19/2004,0.1,7,19,2004,7,10000,500,6,6,0,9506,0
201,7/20/2004,20.2,7,20,2004,7,9506,500,1293,994,0,10000,299
202,7/21/2004,2.3,7,21,2004,7,10000,500,147,147,0,9647,0
203,7/22/2004,8.7,7,22,2004,7,9647,500,557,557,0,9704,0
204,7/23/2004,4.0,7,23,2004,7,9704,500,256,256,0,9460,0
205,7/24/2004,2.5,7,24,2004,7,9460,500,160,160,0,9120,0
206,7/25/2004,54.5,7,25,2004,7,9120,500,3488,1380,0,10000,2108
207,7/26/2004,1.8,7,26,2004,7,10000,500,115,115,0,9615,0
208,7/27/2004,41.7,7,27,2004,7,9615,500,2669,885,0,10000,1784
209,7/28/2004,19.1,7,28,2004,7,10000,500,1222,500,0,10000,722
210,7/29/2004,17.2,7,29,2004,7,10000,500,1101,500,0,10000,601
211,7/30/2004,3.3,7,30,2004,7,10000,500,211,211,0,9711,0
212,7/31/2004,0.0,7,31,2004,7,9711,500,0,0,0,9211,0
213,8/1/2004,0.4,8,1,2004,8,9211,500,26,26,0,8737,0
214,8/2/2004,0.0,8,2,2004,8,8737,500,0,0,0,8237,0
215,8/3/2004,2.4,8,3,2004,8,8237,500,154,154,0,7891,0
216,8/4/2004,30.8,8,4,2004,8,7891,500,1971,1971,0,9362,0
217,8/5/2004,3.4,8,5,2004,8,9362,500,218,218,0,9080,0
218,8/6/2004,0.0,8,6,2004,8,9080,500,0,0,0,8580,0
219,8/7/2004,3.6,8,7,2004,8,8580,500,230,230,0,8310,0
220,8/8/2004,3.8,8,8,2004,8,8310,500,243,243,0,8053,0
221,8/9/2004,10.2,8,9,2004,8,8053,500,653,653,0,8206,0
222,8/10/2004,4.4,8,10,2004,8,8206,500,282,282,0,7988,0
223,8/11/2004,0.0,8,11,2004,8,7988,500,0,0,0,7488,0
224,8/12/2004,0.0,8,12,2004,8,7488,500,0,0,0,6988,0
225,8/13/2004,52.1,8,13,2004,8,6988,500,3334,3334,0,9822,0
226,8/14/2004,4.0,8,14,2004,8,9822,500,256,256,0,9578,0
227,8/15/2004,0.0,8,15,2004,8,9578,500,0,0,0,9078,0
228,8/16/2004,21.8,8,16,2004,8,9078,500,1395,1395,0,9973,0
229,8/17/2004,1.5,8,17,2004,8,9973,500,96,96,0,9569,0
230,8/18/2004,3.8,8,18,2004,8,9569,500,243,243,0,9312,0
231,8/19/2004,2.1,8,19,2004,8,9312,500,134,134,0,8946,0
232,8/20/2004,6.2,8,20,2004,8,8946,500,397,397,0,8843,0
233,8/21/2004,1.4,8,21,2004,8,8843,500,90,90,0,8433,0
234,8/22/2004,0.0,8,22,2004,8,8433,500,0,0,0,7933,0
235,8/23/2004,0.2,8,23,2004,8,7933,500,13,13,0,7446,0
236,8/24/2004,8.2,8,24,2004,8,7446,500,525,525,0,7471,0
237,8/25/2004,9.4,8,25,2004,8,7471,500,602,602,0,7573,0
238,8/26/2004,32.6,8,26,2004,8,7573,500,2086,2086,0,9159,0
239,8/27/2004,0.0,8,27,2004,8,9159,500,0,0,0,8659,0
240,8/28/2004,0.0,8,28,2004,8,8659,500,0,0,0,8159,0
241,8/29/2004,5.6,8,29,2004,8,8159,500,358,358,0,8017,0
242,8/30/2004,0.5,8,30,2004,8,8017,500,32,32,0,7549,0
243,8/31/2004,11.0,8,31,2004,8,7549,500,704,704,0,7753,0
244,9/1/2004,45.6,9,1,2004,9,7753,500,2918,2747,0,10000,171
245,9/2/2004,0.2,9,2,2004,9,10000,500,13,13,0,9513,0
246,9/3/2004,0.0,9,3,2004,9,9513,500,0,0,0,9013,0
247,9/4/2004,3.0,9,4,2004,9,9013,500,192,192,0,8705,0
248,9/5/2004,0.0,9,5,2004,9,8705,500,0,0,0,8205,0
249,9/6/2004,8.0,9,6,2004,9,8205,500,512,512,0,8217,0
250,9/7/2004,11.2,9,7,2004,9,8217,500,717,717,0,8434,0
251,9/8/2004,9.0,9,8,2004,9,8434,500,576,576,0,8510,0
252,9/9/2004,0.0,9,9,2004,9,8510,500,0,0,0,8010,0
253,9/10/2004,3.6,9,10,2004,9,8010,500,230,230,0,7740,0
254,9/11/2004,0.0,9,11,2004,9,7740,500,0,0,0,7240,0
255,9/12/2004,9.6,9,12,2004,9,7240,500,614,614,0,7354,0
256,9/13/2004,7.4,9,13,2004,9,7354,500,474,474,0,7328,0
257,9/14/2004,23.6,9,14,2004,9,7328,500,1510,1510,0,8338,0
258,9/15/2004,4.2,9,15,2004,9,8338,500,269,269,0,8107,0
259,9/16/2004,9.8,9,16,2004,9,8107,500,627,627,0,8234,0
260,9/17/2004,15.3,9,17,2004,9,8234,500,979,979,0,8713,0
261,9/18/2004,34.7,9,18,2004,9,8713,500,2221,1787,0,10000,434
262,9/19/2004,1.3,9,19,2004,9,10000,500,83,83,0,9583,0
263,9/20/2004,8.0,9,20,2004,9,9583,500,512,512,0,9595,0
264,9/21/2004,1.0,9,21,2004,9,9595,500,64,64,0,9159,0
265,9/22/2004,0.0,9,22,2004,9,9159,500,0,0,0,8659,0
266,9/23/2004,0.0,9,23,2004,9,8659,500,0,0,0,8159,0
267,9/24/2004,0.0,9,24,2004,9,8159,500,0,0,0,7659,0
268,9/25/2004,0.0,9,25,2004,9,7659,500,0,0,0,7159,0
269,9/26/2004,0.0,9,26,2004,9,7159,500,0,0,0,6659,0
270,9/27/2004,0.0,9,27,2004,9,6659,500,0,0,0,6159,0
271,9/28/2004,0.0,9,28,2004,9,6159,500,0,0,0,5659,0
272,9/29/2004,3.6,9,29,2004,9,5659,500,230,230,0,5389,0
273,9/30/2004,0.0,9,30,2004,9,5389,500,0,0,0,4889,0
274,10/1/2004,6.4,10,1,2004,10,4889,500,410,410,0,4799,0
275,10/2/2004,6.4,10,2,2004,10,4799,500,410,410,0,4709,0
276,10/3/2004,13.5,10,3,2004,10,4709,500,864,864,0,5073,0
277,10/4/2004,13.3,10,4,2004,10,5073,500,851,851,0,5424,0
278,10/5/2004,0.5,10,5,2004,10,5424,500,32,32,0,4956,0
279,10/6/2004,0.0,10,6,2004,10,4956,500,0,0,0,4456,0
280,10/7/2004,62.1,10,7,2004,10,4456,500,3974,3974,0,7930,0
281,10/8/2004,1.1,10,8,2004,10,7930,500,70,70,0,7500,0
282,10/9/2004,0.0,10,9,2004,10,7500,500,0,0,0,7000,0
283,10/10/2004,0.0,10,10,2004,10,7000,500,0,0,0,6500,0
284,10/11/2004,0.0,10,11,2004,10,6500,500,0,0,0,6000,0
285,10/12/2004,0.0,10,12,2004,10,6000,500,0,0,0,5500,0
286,10/13/2004,12.3,10,13,2004,10,5500,500,787,787,0,5787,0
287,10/14/2004,0.0,10,14,2004,10,5787,500,0,0,0,5287,0
288,10/15/2004,0.3,10,15,2004,10,5287,500,19,19,0,4806,0
289,10/16/2004,2.0,10,16,2004,10,4806,500,128,128,0,4434,0
290,10/17/2004,0.0,10,17,2004,10,4434,500,0,0,0,3934,0
291,10/18/2004,0.0,10,18,2004,10,3934,500,0,0,0,3434,0
292,10/19/2004,0.0,10,19,2004,10,3434,500,0,0,0,2934,0
293,10/20/2004,0.0,10,20,2004,10,2934,500,0,0,6000,8434,0
294,10/21/2004,0.0,10,21,2004,10,8434,500,0,0,0,7934,0
295,10/22/2004,0.0,10,22,2004,10,7934,500,0,0,0,7434,0
296,10/23/2004,0.0,10,23,2004,10,7434,500,0,0,0,6934,0
297,10/24/2004,0.0,10,24,2004,10,6934,500,0,0,0,6434,0
298,10/25/2004,1.4,10,25,2004,10,6434,500,90,90,0,6024,0
299,10/26/2004,1.2,10,26,2004,10,6024,500,77,77,0,5601,0
300,10/27/2004,0.0,10,27,2004,10,5601,500,0,0,0,5101,0
301,10/28/2004,0.0,10,28,2004,10,5101,500,0,0,0,4601,0
302,10/29/2004,0.0,10,29,2004,10,4601,500,0,0,0,4101,0
303,10/30/2004,0.0,10,30,2004,10,4101,500,0,0,0,3601,0
304,10/31/2004,0.0,10,31,2004,10,3601,500,0,0,0,3101,0
305,11/1/2004,0.0,11,1,2004,11,3101,500,0,0,0,2601,0
306,11/2/2004,0.0,11,2,2004,11,2601,500,0,0,6000,8101,0
307,11/3/2004,0.0,11,3,2004,11,8101,500,0,0,0,7601,0
308,11/4/2004,0.0,11,4,2004,11,7601,500,0,0,0,7101,0
309,11/5/2004,0.0,11,5,2004,11,7101,500,0,0,0,6601,0
310,11/6/2004,0.0,11,6,2004,11,6601,500,0,0,0,6101,0
311,11/7/2004,0.0,11,7,2004,11,6101,500,0,0,0,5601,0
312,11/8/2004,0.0,11,8,2004,11,5601,500,0,0,0,5101,0
313,11/9/2004,0.0,11,9,2004,11,5101,500,0,0,0,4601,0
314,11/10/2004,0.0,11,10,2004,11,4601,500,0,0,0,4101,0
315,11/11/2004,0.0,11,11,2004,11,4101,500,0,0,0,3601,0
316,11/12/2004,0.0,11,12,2004,11,3601,500,0,0,0,3101,0
317,11/13/2004,0.0,11,13,2004,11,3101,500,0,0,0,2601,0
318,11/14/2004,0.0,11,14,2004,11,2601,500,0,0,6000,8101,0
319,11/15/2004,0.0,11,15,2004,11,8101,500,0,0,0,7601,0
320,11/16/2004,0.0,11,16,2004,11,7601,500,0,0,0,7101,0
321,11/17/2004,0.0,11,17,2004,11,7101,500,0,0,0,6601,0
322,11/18/2004,0.0,11,18,2004,11,6601,500,0,0,0,6101,0
323,11/19/2004,0.0,11,19,2004,11,6101,500,0,0,0,5601,0
324,11/20/2004,0.0,11,20,2004,11,5601,500,0,0,0,5101,0
325,11/21/2004,0.0,11,21,2004,11,5101,500,0,0,0,4601,0
326,11/22/2004,0.0,11,22,2004,11,4601,500,0,0,0,4101,0
327,11/23/2004,0.0,11,23,2004,11,4101,500,0,0,0,3601,0
328,11/24/2004,36.0,11,24,2004,11,3601,500,2304,2304,0,5405,0
329,11/25/2004,0.0,11,25,2004,11,5405,500,0,0,0,4905,0
330,11/26/2004,0.0,11,26,2004,11,4905,500,0,0,0,4405,0
331,11/27/2004,0.0,11,27,2004,11,4405,500,0,0,0,3905,0
332,11/28/2004,0.0,11,28,2004,11,3905,500,0,0,0,3405,0
333,11/29/2004,0.0,11,29,2004,11,3405,500,0,0,0,2905,0
334,11/30/2004,0.0,11,30,2004,11,2905,500,0,0,6000,8405,0
335,12/1/2004,0.0,12,1,2004,12,8405,500,0,0,0,7905,0
336,12/2/2004,0.0,12,2,2004,12,7905,500,0,0,0,7405,0
337,12/3/2004,0.0,12,3,2004,12,7405,500,0,0,0,6905,0
338,12/4/2004,0.0,12,4,2004,12,6905,500,0,0,0,6405,0
339,12/5/2004,0.0,12,5,2004,12,6405,500,0,0,0,5905,0
340,12/6/2004,0.0,12,6,2004,12,5905,500,0,0,0,5405,0
341,12/7/2004,0.0,12,7,2004,12,5405,500,0,0,0,4905,0
342,12/8/2004,0.0,12,8,2004,12,4905,500,0,0,0,4405,0
343,12/9/2004,0.0,12,9,2004,12,4405,500,0,0,0,3905,0
344,12/10/2004,0.0,12,10,2004,12,3905,500,0,0,0,3405,0
345,12/11/2004,0.0,12,11,2004,12,3405,500,0,0,0,2905,0
346,12/12/2004,0.0,12,12,2004,12,2905,500,0,0,6000,8405,0
347,12/13/2004,0.0,12,13,2004,12,8405,500,0,0,0,7905,0
348,12/14/2004,0.0,12,14,2004,12,7905,500,0,0,0,7405,0
349,12/15/2004,0.0,12,15,2004,12,7405,500,0,0,0,6905,0
350,12/16/2004,0.0,12,16,2004,12,6905,500,0,0,0,6405,0
351,12/17/2004,0.0,12,17,2004,12,6405,500,0,0,0,5905,0
352,12/18/2004,0.0,12,18,2004,12,5905,500,0,0,0,5405,0
353,12/19/2004,0.0,12,19,2004,12,5405,500,0,0,0,4905,0
354,12/20/2004,0.0,12,20,2004,12,4905,500,0,0,0,4405,0
355,12/21/2004,0.0,12,21,2004,12,4405,500,0,0,0,3905,0
356,12/22/2004,0.0,12,22,2004,12,3905,500,0,0,0,3405,0
357,12/23/2004,0.0,12,23,2004,12,3405,500,0,0,0,2905,0
358,12/24/2004,0.0,12,24,2004,12,2905,500,0,0,6000,8405,0
359,12/25/2004,0.0,12,25,2004,12,8405,500,0,0,0,7905,0
360,12/26/2004,0.0,12,26,2004,12,7905,500,0,0,0,7405,0
361,12/27/2004,0.0,12,27,2004,12,7405,500,0,0,0,6905,0
362,12/28/2004,0.0,12,28,2004,12,6905,500,0,0,0,6405,0
