,date,rainfall,year,mth,day,ystrdy_lvl,usg_amt,tdy_rain_ptntl,tdy_rain_coll,tnkr_amt,tdy_lvl,tdy_rain_ovflw
0,2004-01-01,0.0,2004,01,01,5000,500,0,0,0,4500,0
1,2004-01-02,0.0,2004,01,02,4500,500,0,0,0,4000,0
2,2004-01-03,0.0,2004,01,03,4000,500,0,0,0,3500,0
3,2004-01-04,0.0,2004,01,04,3500,500,0,0,0,3000,0
4,2004-01-05,0.0,2004,01,05,3000,500,0,0,0,2500,0
5,2004-01-06,0.0,2004,01,06,2500,500,0,0,6000,8000,0
6,2004-01-07,0.0,2004,01,07,8000,500,0,0,0,7500,0
7,2004-01-08,0.0,2004,01,08,7500,500,0,0,0,7000,0
8,2004-01-09,0.0,2004,01,09,7000,500,0,0,0,6500,0
9,2004-01-10,0.0,2004,01,10,6500,500,0,0,0,6000,0
10,2004-01-11,0.0,2004,01,11,6000,500,0,0,0,5500,0
11,2004-01-12,0.0,2004,01,12,5500,500,0,0,0,5000,0
12,2004-01-13,0.0,2004,01,13,5000,500,0,0,0,4500,0
13,2004-01-14,0.0,2004,01,14,4500,500,0,0,0,4000,0
14,2004-01-15,0.0,2004,01,15,4000,500,0,0,0,3500,0
15,2004-01-16,0.0,2004,01,16,3500,500,0,0,0,3000,0
16,2004-01-17,0.0,2004,01,17,3000,500,0,0,0,2500,0
17,2004-01-18,0.0,2004,01,18,2500,500,0,0,6000,8000,0
18,2004-01-19,0.0,2004,01,19,8000,500,0,0,0,7500,0
19,2004-01-20,0.0,2004,01,20,7500,500,0,0,0,7000,0
20,2004-01-21,0.0,2004,01,21,7000,500,0,0,0,6500,0
21,2004-01-22,6.4,2004,01,22,6500,500,410,410,0,6410,0
22,2004-01-23,5.0,2004,01,23,6410,500,320,320,0,6230,0
23,2004-01-24,6.4,2004,01,24,6230,500,410,410,0,6140,0
24,2004-01-25,9.1,2004,01,25,6140,500,582,582,0,6222,0
25,2004-01-26,0.0,2004,01,26,6222,500,0,0,0,5722,0
26,2004-01-27,0.0,2004,01,27,5722,500,0,0,0,5222,0
27,2004-01-28,0.0,2004,01,28,5222,500,0,0,0,4722,0
28,2004-01-29,0.0,2004,01,29,4722,500,0,0,0,4222,0
29,2004-01-30,0.0,2004,01,30,4222,500,0,0,0,3722,0
30,2004-01-31,0.0,2004,01,31,3722,500,0,0,0,3222,0
31,2004-02-01,0.0,2004,02,01,3222,500,0,0,0,2722,0
32,2004-02-02,0.0,2004,02,02,2722,500,0,0,6000,8222,0
33,2004-02-03,0.0,2004,02,03,8222,500,0,0,0,7722,0
34,2004-02-04,0.0,2004,02,04,7722,500,0,0,0,7222,0
35,2004-02-05,0.0,2004,02,05,7222,500,0,0,0,6722,0
36,2004-02-06,0.0,2004,02,06,6722,500,0,0,0,6222,0
37,2004-02-07,0.0,2004,02,07,6222,500,0,0,0,5722,0
38,2004-02-08,0.0,2004,02,08,5722,500,0,0,0,5222,0
39,2004-02-09,0.0,2004,02,09,5222,500,0,0,0,4722,0
40,2004-02-10,0.0,2004,02,10,4722,500,0,0,0,4222,0
41,2004-02-11,0.0,2004,02,11,4222,500,0,0,0,3722,0
42,2004-02-12,0.0,2004,02,12,3722,500,0,0,0,3222,0
43,2004-02-13,0.0,2004,02,13,3222,500,0,0,0,2722,0
44,2004-02-14,0.0,2004,02,14,2722,500,0,0,6000,8222,0
45,2004-02-15,0.0,2004,02,15,8222,500,0,0,0,7722,0
46,2004-02-16,0.0,2004,02,16,7722,500,0,0,0,7222,0
47,2004-02-17,0.0,2004,02,17,7222,500,0,0,0,6722,0
48,2004-02-18,0.0,2004,02,18,6722,500,0,0,0,6222,0
49,2004-02-19,0.0,2004,02,19,6222,500,0,0,0,5722,0
50,2004-02-20,0.0,2004,02,20,5722,500,0,0,0,5222,0
51,2004-02-21,0.0,2004,02,21,5222,500,0,0,0,4722,0
52,2004-02-22,0.0,2004,02,22,4722,500,0,0,0,4222,0
53,2004-02-23,0.0,2004,02,23,4222,500,0,0,0,3722,0
54,2004-02-24,0.0,2004,02,24,3722,500,0,0,0,3222,0
55,2004-02-25,0.0,2004,02,25,3222,500,0,0,0,2722,0
56,2004-02-26,0.0,2004,02,26,2722,500,0,0,6000,8222,0
57,2004-02-27,0.0,2004,02,27,8222,500,0,0,0,7722,0
58,2004-02-28,0.0,2004,02,28,7722,500,0,0,0,7222,0
59,2004-02-29,0.0,2004,02,29,7222,500,0,0,0,6722,0
60,2004-03-01,0.0,2004,03,01,6722,500,0,0,0,6222,0
61,2004-03-02,0.0,2004,03,02,6222,500,0,0,0,5722,0
62,2004-03-03,0.0,2004,03,03,5722,500,0,0,0,5222,0
63,2004-03-04,0.0,2004,03,04,5222,500,0,0,0,4722,0
64,2004-03-05,0.0,2004,03,05,4722,500,0,0,0,4222,0
65,2004-03-06,0.0,2004,03,06,4222,500,0,0,0,3722,0
66,2004-03-07,0.0,2004,03,07,3722,500,0,0,0,3222,0
67,2004-03-08,0.0,2004,03,08,3222,500,0,0,0,2722,0
68,2004-03-09,0.0,2004,03,09,2722,500,0,0,6000,8222,0
69,2004-03-10,0.0,2004,03,10,8222,500,0,0,0,7722,0
70,2004-03-11,2.7,2004,03,11,7722,500,173,173,0,7395,0
71,2004-03-12,0.0,2004,03,12,7395,500,0,0,0,6895,0
72,2004-03-13,0.4,2004,03,13,6895,500,26,26,0,6421,0
73,2004-03-14,0.0,2004,03,14,6421,500,0,0,0,5921,0
74,2004-03-15,0.0,2004,03,15,5921,500,0,0,0,5421,0
75,2004-03-16,29.2,2004,03,16,5421,500,1869,1869,0,6790,0
76,2004-03-17,0.0,2004,03,17,6790,500,0,0,0,6290,0
77,2004-03-18,0.0,2004,03,18,6290,500,0,0,0,5790,0
78,2004-03-19,0.0,2004,03,19,5790,500,0,0,0,5290,0
79,2004-03-20,0.0,2004,03,20,5290,500,0,0,0,4790,0
80,2004-03-21,0.0,2004,03,21,4790,500,0,0,0,4290,0
81,2004-03-22,0.0,2004,03,22,4290,500,0,0,0,3790,0
82,2004-03-23,0.0,2004,03,23,3790,500,0,0,0,3290,0
83,2004-03-24,0.0,2004,03,24,3290,500,0,0,0,2790,0
84,2004-03-25,0.0,2004,03,25,2790,500,0,0,6000,8290,0
85,2004-03-26,0.0,2004,03,26,8290,500,0,0,0,7790,0
86,2004-03-27,0.0,2004,03,27,7790,500,0,0,0,7290,0
87,2004-03-28,0.0,2004,03,28,7290,500,0,0,0,6790,0
88,2004-03-29,0.0,2004,03,29,6790,500,0,0,0,6290,0
89,2004-03-30,0.0,2004,03,30,6290,500,0,0,0,5790,0
90,2004-03-31,0.0,2004,03,31,5790,500,0,0,0,5290,0
91,2004-04-01,0.0,2004,04,01,5290,500,0,0,0,4790,0
92,2004-04-02,0.0,2004,04,02,4790,500,0,0,0,4290,0
93,2004-04-03,26.5,2004,04,03,4290,500,1696,1696,0,5486,0
94,2004-04-04,0.0,2004,04,04,5486,500,0,0,0,4986,0
95,2004-04-05,0.0,2004,04,05,4986,500,0,0,0,4486,0
96,2004-04-06,0.0,2004,04,06,4486,500,0,0,0,3986,0
97,2004-04-07,0.0,2004,04,07,3986,500,0,0,0,3486,0
98,2004-04-08,0.0,2004,04,08,3486,500,0,0,0,2986,0
99,2004-04-09,0.2,2004,04,09,2986,500,13,13,6000,8499,0
100,2004-04-10,2.4,2004,04,10,8499,500,154,154,0,8153,0
101,2004-04-11,0.0,2004,04,11,8153,500,0,0,0,7653,0
102,2004-04-12,0.0,2004,04,12,7653,500,0,0,0,7153,0
103,2004-04-13,0.3,2004,04,13,7153,500,19,19,0,6672,0
104,2004-04-14,0.2,2004,04,14,6672,500,13,13,0,6185,0
105,2004-04-15,0.0,2004,04,15,6185,500,0,0,0,5685,0
106,2004-04-16,7.2,2004,04,16,5685,500,461,461,0,5646,0
107,2004-04-17,0.0,2004,04,17,5646,500,0,0,0,5146,0
108,2004-04-18,13.5,2004,04,18,5146,500,864,864,0,5510,0
109,2004-04-19,72.4,2004,04,19,5510,500,4634,4634,0,9644,0
110,2004-04-20,0.0,2004,04,20,9644,500,0,0,0,9144,0
111,2004-04-21,0.0,2004,04,21,9144,500,0,0,0,8644,0
112,2004-04-22,0.0,2004,04,22,8644,500,0,0,0,8144,0
113,2004-04-23,10.4,2004,04,23,8144,500,666,666,0,8310,0
114,2004-04-24,0.4,2004,04,24,8310,500,26,26,0,7836,0
115,2004-04-25,1.0,2004,04,25,7836,500,64,64,0,7400,0
116,2004-04-26,0.0,2004,04,26,7400,500,0,0,0,6900,0
117,2004-04-27,0.4,2004,04,27,6900,500,26,26,0,6426,0
118,2004-04-28,10.6,2004,04,28,6426,500,678,678,0,6604,0
119,2004-04-29,18.6,2004,04,29,6604,500,1190,1190,0,7294,0
120,2004-04-30,0.0,2004,04,30,7294,500,0,0,0,6794,0
121,2004-05-01,8.6,2004,05,01,6794,500,550,550,0,6844,0
122,2004-05-02,6.1,2004,05,02,6844,500,390,390,0,6734,0
123,2004-05-03,0.0,2004,05,03,6734,500,0,0,0,6234,0
124,2004-05-04,0.0,2004,05,04,6234,500,0,0,0,5734,0
125,2004-05-05,0.0,2004,05,05,5734,500,0,0,0,5234,0
126,2004-05-06,0.0,2004,05,06,5234,500,0,0,0,4734,0
127,2004-05-07,0.0,2004,05,07,4734,500,0,0,0,4234,0
128,2004-05-08,0.0,2004,05,08,4234,500,0,0,0,3734,0
129,2004-05-09,0.0,2004,05,09,3734,500,0,0,0,3234,0
130,2004-05-10,0.0,2004,05,10,3234,500,0,0,0,2734,0
131,2004-05-11,0.0,2004,05,11,2734,500,0,0,6000,8234,0
132,2004-05-12,0.0,2004,05,12,8234,500,0,0,0,7734,0
133,2004-05-13,0.0,2004,05,13,7734,500,0,0,0,7234,0
134,2004-05-14,0.0,2004,05,14,7234,500,0,0,0,6734,0
135,2004-05-15,0.0,2004,05,15,6734,500,0,0,0,6234,0
136,2004-05-16,0.0,2004,05,16,6234,500,0,0,0,5734,0
137,2004-05-17,21.8,2004,05,17,5734,500,1395,1395,0,6629,0
138,2004-05-18,9.5,2004,05,18,6629,500,608,608,0,6737,0
139,2004-05-19,16.3,2004,05,19,6737,500,1043,1043,0,7280,0
140,2004-05-20,47.3,2004,05,20,7280,500,3027,3027,0,9807,0
141,2004-05-21,18.2,2004,05,21,9807,500,1165,693,0,10000,472
142,2004-05-22,1.4,2004,05,22,10000,500,90,90,0,9590,0
143,2004-05-23,0.7,2004,05,23,9590,500,45,45,0,9135,0
144,2004-05-24,17.6,2004,05,24,9135,500,1126,1126,0,9761,0
145,2004-05-25,0.2,2004,05,25,9761,500,13,13,0,9274,0
146,2004-05-26,18.3,2004,05,26,9274,500,1171,1171,0,9945,0
147,2004-05-27,1.6,2004,05,27,9945,500,102,102,0,9547,0
148,2004-05-28,0.5,2004,05,28,9547,500,32,32,0,9079,0
149,2004-05-29,0.0,2004,05,29,9079,500,0,0,0,8579,0
150,2004-05-30,0.3,2004,05,30,8579,500,19,19,0,8098,0
151,2004-05-31,0.4,2004,05,31,8098,500,26,26,0,7624,0
152,2004-06-01,23.8,2004,06,01,7624,500,1523,1523,0,8647,0
153,2004-06-02,1.2,2004,06,02,8647,500,77,77,0,8224,0
154,2004-06-03,5.4,2004,06,03,8224,500,346,346,0,8070,0
155,2004-06-04,0.0,2004,06,04,8070,500,0,0,0,7570,0
156,2004-06-05,1.9,2004,06,05,7570,500,122,122,0,7192,0
157,2004-06-06,13.0,2004,06,06,7192,500,832,832,0,7524,0
158,2004-06-07,0.9,2004,06,07,7524,500,58,58,0,7082,0
159,2004-06-08,18.3,2004,06,08,7082,500,1171,1171,0,7753,0
160,2004-06-09,3.8,2004,06,09,7753,500,243,243,0,7496,0
161,2004-06-10,0.0,2004,06,10,7496,500,0,0,0,6996,0
162,2004-06-11,14.0,2004,06,11,6996,500,896,896,0,7392,0
163,2004-06-12,19.2,2004,06,12,7392,500,1229,1229,0,8121,0
164,2004-06-13,0.0,2004,06,13,8121,500,0,0,0,7621,0
165,2004-06-14,10.0,2004,06,14,7621,500,640,640,0,7761,0
166,2004-06-15,0.0,2004,06,15,7761,500,0,0,0,7261,0
167,2004-06-16,4.7,2004,06,16,7261,500,301,301,0,7062,0
168,2004-06-17,3.0,2004,06,17,7062,500,192,192,0,6754,0
169,2004-06-18,22.4,2004,06,18,6754,500,1434,1434,0,7688,0
170,2004-06-19,4.2,2004,06,19,7688,500,269,269,0,7457,0
171,2004-06-20,2.9,2004,06,20,7457,500,186,186,0,7143,0
172,2004-06-21,3.5,2004,06,21,7143,500,224,224,0,6867,0
173,2004-06-22,28.7,2004,06,22,6867,500,1837,1837,0,8204,0
174,2004-06-23,0.0,2004,06,23,8204,500,0,0,0,7704,0
175,2004-06-24,0.9,2004,06,24,7704,500,58,58,0,7262,0
176,2004-06-25,1.2,2004,06,25,7262,500,77,77,0,6839,0
177,2004-06-26,0.0,2004,06,26,6839,500,0,0,0,6339,0
178,2004-06-27,0.0,2004,06,27,6339,500,0,0,0,5839,0
179,2004-06-28,0.0,2004,06,28,5839,500,0,0,0,5339,0
180,2004-06-29,0.0,2004,06,29,5339,500,0,0,0,4839,0
181,2004-06-30,0.0,2004,06,30,4839,500,0,0,0,4339,0
182,2004-07-01,0.9,2004,07,01,4339,500,58,58,0,3897,0
183,2004-07-02,0.0,2004,07,02,3897,500,0,0,0,3397,0
184,2004-07-03,1.8,2004,07,03,3397,500,115,115,0,3012,0
185,2004-07-04,1.2,2004,07,04,3012,500,77,77,0,2589,0
186,2004-07-05,3.3,2004,07,05,2589,500,211,211,6000,8300,0
187,2004-07-06,1.2,2004,07,06,8300,500,77,77,0,7877,0
188,2004-07-07,1.9,2004,07,07,7877,500,122,122,0,7499,0
189,2004-07-08,4.8,2004,07,08,7499,500,307,307,0,7306,0
190,2004-07-09,74.6,2004,07,09,7306,500,4774,3194,0,10000,1580
191,2004-07-10,27.4,2004,07,10,10000,500,1754,500,0,10000,1254
192,2004-07-11,38.7,2004,07,11,10000,500,2477,500,0,10000,1977
193,2004-07-12,6.6,2004,07,12,10000,500,422,422,0,9922,0
194,2004-07-13,11.0,2004,07,13,9922,500,704,578,0,10000,126
195,2004-07-14,0.0,2004,07,14,10000,500,0,0,0,9500,0
196,2004-07-15,0.1,2004,07,15,9500,500,6,6,0,9006,0
197,2004-07-16,36.2,2004,07,16,9006,500,2317,1494,0,10000,823
198,2004-07-17,0.9,2004,07,17,10000,500,58,58,0,9558,0
199,2004-07-18,73.5,2004,07,18,9558,500,4704,942,0,10000,3762
200,2004-07-19,0.1,2004,07,19,10000,500,6,6,0,9506,0
201,2004-07-20,20.2,2004,07,20,9506,500,1293,994,0,10000,299
202,2004-07-21,2.3,2004,07,21,10000,500,147,147,0,9647,0
203,2004-07-22,8.7,2004,07,22,9647,500,557,557,0,9704,0
204,2004-07-23,4.0,2004,07,23,9704,500,256,256,0,9460,0
205,2004-07-24,2.5,2004,07,24,9460,500,160,160,0,9120,0
206,2004-07-25,54.5,2004,07,25,9120,500,3488,1380,0,10000,2108
207,2004-07-26,1.8,2004,07,26,10000,500,115,115,0,9615,0
208,2004-07-27,41.7,2004,07,27,9615,500,2669,885,0,10000,1784
209,2004-07-28,19.1,2004,07,28,10000,500,1222,500,0,10000,722
210,2004-07-29,17.2,2004,07,29,10000,500,1101,500,0,10000,601
211,2004-07-30,3.3,2004,07,30,10000,500,211,211,0,9711,0
212,2004-07-31,0.0,2004,07,31,9711,500,0,0,0,9211,0
213,2004-08-01,0.4,2004,08,01,9211,500,26,26,0,8737,0
214,2004-08-02,0.0,2004,08,02,8737,500,0,0,0,8237,0
215,2004-08-03,2.4,2004,08,03,8237,500,154,154,0,7891,0
216,2004-08-04,30.8,2004,08,04,7891,500,1971,1971,0,9362,0
217,2004-08-05,3.4,2004,08,05,9362,500,218,218,0,9080,0
218,2004-08-06,0.0,2004,08,06,9080,500,0,0,0,8580,0
219,2004-08-07,3.6,2004,08,07,8580,500,230,230,0,8310,0
220,2004-08-08,3.8,2004,08,08,8310,500,243,243,0,8053,0
221,2004-08-09,10.2,2004,08,09,8053,500,653,653,0,8206,0
222,2004-08-10,4.4,2004,08,10,8206,500,282,282,0,7988,0
223,2004-08-11,0.0,2004,08,11,7988,500,0,0,0,7488,0
224,2004-08-12,0.0,2004,08,12,7488,500,0,0,0,6988,0
225,2004-08-13,52.1,2004,08,13,6988,500,3334,3334,0,9822,0
226,2004-08-14,4.0,2004,08,14,9822,500,256,256,0,9578,0
227,2004-08-15,0.0,2004,08,15,9578,500,0,0,0,9078,0
228,2004-08-16,21.8,2004,08,16,9078,500,1395,1395,0,9973,0
229,2004-08-17,1.5,2004,08,17,9973,500,96,96,0,9569,0
230,2004-08-18,3.8,2004,08,18,9569,500,243,243,0,9312,0
231,2004-08-19,2.1,2004,08,19,9312,500,134,134,0,8946,0
232,2004-08-20,6.2,2004,08,20,8946,500,397,397,0,8843,0
233,2004-08-21,1.4,2004,08,21,8843,500,90,90,0,8433,0
234,2004-08-22,0.0,2004,08,22,8433,500,0,0,0,7933,0
235,2004-08-23,0.2,2004,08,23,7933,500,13,13,0,7446,0
236,2004-08-24,8.2,2004,08,24,7446,500,525,525,0,7471,0
237,2004-08-25,9.4,2004,08,25,7471,500,602,602,0,7573,0
238,2004-08-26,32.6,2004,08,26,7573,500,2086,2086,0,9159,0
239,2004-08-27,0.0,2004,08,27,9159,500,0,0,0,8659,0
240,2004-08-28,0.0,2004,08,28,8659,500,0,0,0,8159,0
241,2004-08-29,5.6,2004,08,29,8159,500,358,358,0,8017,0
242,2004-08-30,0.5,2004,08,30,8017,500,32,32,0,7549,0
243,2004-08-31,11.0,2004,08,31,7549,500,704,704,0,7753,0
244,2004-09-01,45.6,2004,09,01,7753,500,2918,2747,0,10000,171
245,2004-09-02,0.2,2004,09,02,10000,500,13,13,0,9513,0
246,2004-09-03,0.0,2004,09,03,9513,500,0,0,0,9013,0
247,2004-09-04,3.0,2004,09,04,9013,500,192,192,0,8705,0
248,2004-09-05,0.0,2004,09,05,8705,500,0,0,0,8205,0
249,2004-09-06,8.0,2004,09,06,8205,500,512,512,0,8217,0
250,2004-09-07,11.2,2004,09,07,8217,500,717,717,0,8434,0
251,2004-09-08,9.0,2004,09,08,8434,500,576,576,0,8510,0
252,2004-09-09,0.0,2004,09,09,8510,500,0,0,0,8010,0
253,2004-09-10,3.6,2004,09,10,8010,500,230,230,0,7740,0
254,2004-09-11,0.0,2004,09,11,7740,500,0,0,0,7240,0
255,2004-09-12,9.6,2004,09,12,7240,500,614,614,0,7354,0
256,2004-09-13,7.4,2004,09,13,7354,500,474,474,0,7328,0
257,2004-09-14,23.6,2004,09,14,7328,500,1510,1510,0,8338,0
258,2004-09-15,4.2,2004,09,15,8338,500,269,269,0,8107,0
259,2004-09-16,9.8,2004,09,16,8107,500,627,627,0,8234,0
260,2004-09-17,15.3,2004,09,17,8234,500,979,979,0,8713,0
261,2004-09-18,34.7,2004,09,18,8713,500,2221,1787,0,10000,434
262,2004-09-19,1.3,2004,09,19,10000,500,83,83,0,9583,0
263,2004-09-20,8.0,2004,09,20,9583,500,512,512,0,9595,0
264,2004-09-21,1.0,2004,09,21,9595,500,64,64,0,9159,0
265,2004-09-22,0.0,2004,09,22,9159,500,0,0,0,8659,0
266,2004-09-23,0.0,2004,09,23,8659,500,0,0,0,8159,0
267,2004-09-24,0.0,2004,09,24,8159,500,0,0,0,7659,0
268,2004-09-25,0.0,2004,09,25,7659,500,0,0,0,7159,0
269,2004-09-26,0.0,2004,09,26,7159,500,0,0,0,6659,0
270,2004-09-27,0.0,2004,09,27,6659,500,0,0,0,6159,0
271,2004-09-28,0.0,2004,09,28,6159,500,0,0,0,5659,0
272,2004-09-29,3.6,2004,09,29,5659,500,230,230,0,5389,0
273,2004-09-30,0.0,2004,09,30,5389,500,0,0,0,4889,0
274,2004-10-01,6.4,2004,10,01,4889,500,410,410,0,4799,0
275,2004-10-02,6.4,2004,10,02,4799,500,410,410,0,4709,0
276,2004-10-03,13.5,2004,10,03,4709,500,864,864,0,5073,0
277,2004-10-04,13.3,2004,10,04,5073,500,851,851,0,5424,0
278,2004-10-05,0.5,2004,10,05,5424,500,32,32,0,4956,0
279,2004-10-06,0.0,2004,10,06,4956,500,0,0,0,4456,0
280,2004-10-07,62.1,2004,10,07,4456,500,3974,3974,0,7930,0
281,2004-10-08,1.1,2004,10,08,7930,500,70,70,0,7500,0
282,2004-10-09,0.0,2004,10,09,7500,500,0,0,0,7000,0
283,2004-10-10,0.0,2004,10,10,7000,500,0,0,0,6500,0
284,2004-10-11,0.0,2004,10,11,6500,500,0,0,0,6000,0
285,2004-10-12,0.0,2004,10,12,6000,500,0,0,0,5500,0
286,2004-10-13,12.3,2004,10,13,5500,500,787,787,0,5787,0
287,2004-10-14,0.0,2004,10,14,5787,500,0,0,0,5287,0
288,2004-10-15,0.3,2004,10,15,5287,500,19,19,0,4806,0
289,2004-10-16,2.0,2004,10,16,4806,500,128,128,0,4434,0
290,2004-10-17,0.0,2004,10,17,4434,500,0,0,0,3934,0
291,2004-10-18,0.0,2004,10,18,3934,500,0,0,0,3434,0
292,2004-10-19,0.0,2004,10,19,3434,500,0,0,0,2934,0
293,2004-10-20,0.0,2004,10,20,2934,500,0,0,6000,8434,0
294,2004-10-21,0.0,2004,10,21,8434,500,0,0,0,7934,0
295,2004-10-22,0.0,2004,10,22,7934,500,0,0,0,7434,0
296,2004-10-23,0.0,2004,10,23,7434,500,0,0,0,6934,0
297,2004-10-24,0.0,2004,10,24,6934,500,0,0,0,6434,0
298,2004-10-25,1.4,2004,10,25,6434,500,90,90,0,6024,0
299,2004-10-26,1.2,2004,10,26,6024,500,77,77,0,5601,0
300,2004-10-27,0.0,2004,10,27,5601,500,0,0,0,5101,0
301,2004-10-28,0.0,2004,10,28,5101,500,0,0,0,4601,0
302,2004-10-29,0.0,2004,10,29,4601,500,0,0,0,4101,0
303,2004-10-30,0.0,2004,10,30,4101,500,0,0,0,3601,0
304,2004-10-31,0.0,2004,10,31,3601,500,0,0,0,3101,0
305,2004-11-01,0.0,2004,11,01,3101,500,0,0,0,2601,0
306,2004-11-02,0.0,2004,11,02,2601,500,0,0,6000,8101,0
307,2004-11-03,0.0,2004,11,03,8101,500,0,0,0,7601,0
308,2004-11-04,0.0,2004,11,04,7601,500,0,0,0,7101,0
309,2004-11-05,0.0,2004,11,05,7101,500,0,0,0,6601,0
310,2004-11-06,0.0,2004,11,06,6601,500,0,0,0,6101,0
311,2004-11-07,0.0,2004,11,07,6101,500,0,0,0,5601,0
312,2004-11-08,0.0,2004,11,08,5601,500,0,0,0,5101,0
313,2004-11-09,0.0,2004,11,09,5101,500,0,0,0,4601,0
314,2004-11-10,0.0,2004,11,10,4601,500,0,0,0,4101,0
315,2004-11-11,0.0,2004,11,11,4101,500,0,0,0,3601,0
316,2004-11-12,0.0,2004,11,12,3601,500,0,0,0,3101,0
317,2004-11-13,0.0,2004,11,13,3101,500,0,0,0,2601,0
318,2004-11-14,0.0,2004,11,14,2601,500,0,0,6000,8101,0
319,2004-11-15,0.0,2004,11,15,8101,500,0,0,0,7601,0
320,2004-11-16,0.0,2004,11,16,7601,500,0,0,0,7101,0
321,2004-11-17,0.0,2004,11,17,7101,500,0,0,0,6601,0
322,2004-11-18,0.0,2004,11,18,6601,500,0,0,0,6101,0
323,2004-11-19,0.0,2004,11,19,6101,500,0,0,0,5601,0
324,2004-11-20,0.0,2004,11,20,5601,500,0,0,0,5101,0
325,2004-11-21,0.0,2004,11,21,5101,500,0,0,0,4601,0
326,2004-11-22,0.0,2004,11,22,4601,500,0,0,0,4101,0
327,2004-11-23,0.0,2004,11,23,4101,500,0,0,0,3601,0
328,2004-11-24,36.0,2004,11,24,3601,500,2304,2304,0,5405,0
329,2004-11-25,0.0,2004,11,25,5405,500,0,0,0,4905,0
330,2004-11-26,0.0,2004,11,26,4905,500,0,0,0,4405,0
331,2004-11-27,0.0,2004,11,27,4405,500,0,0,0,3905,0
332,2004-11-28,0.0,2004,11,28,3905,500,0,0,0,3405,0
333,2004-11-29,0.0,2004,11,29,3405,500,0,0,0,2905,0
334,2004-11-30,0.0,2004,11,30,2905,500,0,0,6000,8405,0
335,2004-12-01,0.0,2004,12,01,8405,500,0,0,0,7905,0
336,2004-12-02,0.0,2004,12,02,7905,500,0,0,0,7405,0
337,2004-12-03,0.0,2004,12,03,7405,500,0,0,0,6905,0
338,2004-12-04,0.0,2004,12,04,6905,500,0,0,0,6405,0
339,2004-12-05,0.0,2004,12,05,6405,500,0,0,0,5905,0
340,2004-12-06,0.0,2004,12,06,5905,500,0,0,0,5405,0
341,2004-12-07,0.0,2004,12,07,5405,500,0,0,0,4905,0
342,2004-12-08,0.0,2004,12,08,4905,500,0,0,0,4405,0
343,2004-12-09,0.0,2004,12,09,4405,500,0,0,0,3905,0
344,2004-12-10,0.0,2004,12,10,3905,500,0,0,0,3405,0
345,2004-12-11,0.0,2004,12,11,3405,500,0,0,0,2905,0
346,2004-12-12,0.0,2004,12,12,2905,500,0,0,6000,8405,0
347,2004-12-13,0.0,2004,12,13,8405,500,0,0,0,7905,0
348,2004-12-14,0.0,2004,12,14,7905,500,0,0,0,7405,0
349,2004-12-15,0.0,2004,12,15,7405,500,0,0,0,6905,0
350,2004-12-16,0.0,2004,12,16,6905,500,0,0,0,6405,0
351,2004-12-17,0.0,2004,12,17,6405,500,0,0,0,5905,0
352,2004-12-18,0.0,2004,12,18,5905,500,0,0,0,5405,0
353,2004-12-19,0.0,2004,12,19,5405,500,0,0,0,4905,0
354,2004-12-20,0.0,2004,12,20,4905,500,0,0,0,4405,0
355,2004-12-21,0.0,2004,12,21,4405,500,0,0,0,3905,0
356,2004-12-22,0.0,2004,12,22,3905,500,0,0,0,3405,0
357,2004-12-23,0.0,2004,12,23,3405,500,0,0,0,2905,0
358,2004-12-24,0.0,2004,12,24,2905,500,0,0,6000,8405,0
359,2004-12-25,0.0,2004,12,25,8405,500,0,0,0,7905,0
360,2004-12-26,0.0,2004,12,26,7905,500,0,0,0,7405,0
361,2004-12-27,0.0,2004,12,27,7405,500,0,0,0,6905,0
362,2004-12-28,0.0,2004,12,28,6905,500,0,0,0,6405,0
363,2004-12-29,0.0,2004,12,29,6405,500,0,0,0,5905,0
364,2004-12-30,0.0,2004,12,30,5905,500,0,0,0,5405,0
365,2004-12-31,0.0,2004,12,31,5405,500,0,0,0,4905,0
366,2005-01-01,0.0,2005,01,01,4905,500,0,0,0,4405,0
367,2005-01-02,0.0,2005,01,02,4405,500,0,0,0,3905,0
368,2005-01-03,0.0,2005,01,03,3905,500,0,0,0,3405,0
369,2005-01-04,0.0,2005,01,04,3405,500,0,0,0,2905,0
370,2005-01-05,0.0,2005,01,05,2905,500,0,0,6000,8405,0
371,2005-01-06,0.0,2005,01,06,8405,500,0,0,0,7905,0
372,2005-01-07,0.0,2005,01,07,7905,500,0,0,0,7405,0
373,2005-01-08,0.0,2005,01,08,7405,500,0,0,0,6905,0
374,2005-01-09,0.0,2005,01,09,6905,500,0,0,0,6405,0
375,2005-01-10,0.0,2005,01,10,6405,500,0,0,0,5905,0
376,2005-01-11,0.0,2005,01,11,5905,500,0,0,0,5405,0
377,2005-01-12,0.0,2005,01,12,5405,500,0,0,0,4905,0
378,2005-01-13,0.0,2005,01,13,4905,500,0,0,0,4405,0
379,2005-01-14,0.0,2005,01,14,4405,500,0,0,0,3905,0
380,2005-01-15,0.0,2005,01,15,3905,500,0,0,0,3405,0
381,2005-01-16,0.0,2005,01,16,3405,500,0,0,0,2905,0
382,2005-01-17,0.0,2005,01,17,2905,500,0,0,6000,8405,0
383,2005-01-18,21.7,2005,01,18,8405,500,1389,1389,0,9294,0
